participant_id	HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	age	gender	accuracy	country
P09456	4	4	5	4	5	0	3	4	4	2	18	2	95	US
P09457	5	2	5	2	4	4	4	4	3	2	18	2	84	US
P09458	5	5	5	4	4	5	4	5	5	5	40	2	94	US
P09459	5	2	5	2	4	5	3	5	5	3	28	2	84	US
P09460	4	2	2	2	1	4	4	2	4	1	44	2	93	US
P09461	5	4	3	2	5	5	3	5	5	5	44	2	72	US
P09462	5	3	3	5	5	4	4	3	4	5	36	2	84	US
P09463	5	4	5	2	4	5	5	4	4	4	20	2	80	US
P09464	5	2	1	2	3	5	4	4	5	2	25	2	94	US
P09465	5	1	4	3	4	4	5	5	4	5	43	2	75	US
P09466	1	2	4	1	2	4	4	2	4	1	49	2	64	US
P09467	5	4	4	3	0	4	5	5	5	1	40	2	96	US
P09468	5	4	5	4	2	5	5	5	2	4	49	2	87	US
P09469	5	1	1	1	4	5	3	4	4	1	40	2	98	US
P09470	5	5	5	2	5	4	5	4	4	3	36	2	86	US
P09471	4	1	2	2	2	2	4	3	0	3	26	2	72	US
P09472	5	4	5	4	3	5	5	4	2	1	42	2	91	US
P09473	3	3	3	3	4	3	2	4	3	2	28	2	83	US
P09474	4	1	5	4	4	4	4	4	4	4	49	2	85	US
P09475	4	3	5	4	2	0	4	3	2	4	27	2	92	US
P09476	5	1	5	4	4	5	4	5	4	2	23	2	96	US
P09477	5	5	5	4	5	4	5	5	4	5	30	2	79	US
P09478	5	2	2	2	4	3	0	4	4	2	36	2	93	US
P09479	4	2	3	3	2	3	1	4	1	1	46	2	95	US
P09480	5	5	4	4	2	2	4	5	4	4	43	2	92	US
P09481	4	2	4	2	2	4	4	5	2	3	48	2	69	US
P09482	4	2	5	4	5	4	4	3	1	2	18	2	89	US
P09483	4	4	4	2	5	4	5	4	4	4	23	2	92	US
P09484	4	1	4	3	4	4	2	5	2	2	39	2	92	US
P09485	5	1	2	1	2	5	2	5	4	1	24	2	89	US
P09486	4	1	5	2	5	4	4	5	4	4	33	2	99	US
P09487	5	4	5	4	5	4	4	5	2	4	43	2	80	US
P09488	5	2	4	2	2	5	4	4	1	4	41	2	82	US
P09489	4	2	5	1	1	3	4	3	4	1	32	2	75	US
P09490	4	5	5	2	2	4	5	4	4	1	25	2	91	US
P09491	4	5	5	4	2	2	4	4	5	3	39	2	77	US
P09492	4	4	5	4	2	4	4	3	4	2	31	2	82	US
P09493	5	5	5	4	4	4	5	2	5	2	25	2	87	US
P09494	4	4	5	1	4	4	4	5	4	2	37	2	99	US
P09495	5	4	5	4	5	5	5	5	4	5	26	2	88	US
P09496	5	5	5	4	4	2	4	4	5	3	18	2	91	US
P09497	5	1	4	2	4	3	4	3	4	3	40	2	79	US
P09498	5	2	5	1	3	5	4	4	5	2	18	2	93	US
P09499	5	5	5	5	5	5	5	5	5	5	30	2	54	US
P09500	4	2	4	2	3	4	2	4	3	3	51	2	72	US
P09501	4	4	3	2	4	4	4	4	3	5	19	2	93	US
P09502	5	4	5	5	3	4	5	5	4	4	33	2	75	US
P09503	5	4	5	4	5	3	5	5	4	5	21	2	73	US
P09504	5	5	4	4	5	5	5	5	4	5	37	2	88	US
P09505	4	3	4	2	2	4	4	2	4	2	46	2	85	US
P09506	5	5	5	4	5	5	5	5	3	4	26	2	94	US
P09507	4	4	5	1	2	5	4	4	4	5	25	2	85	US
P09508	4	5	5	2	2	5	5	5	5	4	18	2	89	US
P09509	5	2	5	3	5	5	3	5	5	5	35	2	77	US
P09510	1	3	4	2	4	4	5	4	4	1	25	2	68	US
P09511	4	3	4	2	2	4	4	4	3	1	34	2	78	US
P09512	5	5	5	5	5	5	0	5	5	5	29	2	84	US
P09513	4	4	5	3	4	5	4	5	4	2	30	2	79	US
P09514	5	1	4	2	1	2	4	4	5	1	37	2	61	US
P09515	5	1	1	2	2	3	1	4	3	3	36	2	93	US
P09516	5	3	1	3	3	5	3	2	5	1	34	2	93	US
P09517	4	5	4	2	1	4	3	2	4	3	52	2	95	US
P09518	5	2	4	2	3	4	5	4	4	3	55	2	95	US
P09519	4	1	4	5	4	4	4	5	2	4	33	2	86	US
P09520	3	3	4	3	2	2	4	3	3	1	25	2	86	US
P09521	5	5	5	4	4	4	5	5	5	2	40	2	73	US
P09522	5	0	5	5	3	4	5	4	5	4	34	2	76	US
P09523	5	4	4	2	3	2	4	2	3	2	26	2	62	US
P09524	5	3	2	1	2	2	4	4	2	1	36	2	90	US
P09525	4	2	5	3	4	2	4	4	4	2	26	2	90	US
P09526	4	2	5	4	5	5	4	5	1	5	31	2	41	US
P09527	5	2	5	3	4	5	4	5	4	3	26	2	94	US
P09528	4	5	5	5	0	5	4	4	5	2	27	2	96	US
P09529	5	4	3	2	2	5	5	4	4	2	48	2	99	US
P09530	4	2	2	3	2	4	2	4	4	2	57	2	80	US
P09531	5	4	4	4	5	2	5	4	2	2	47	2	75	US
P09532	5	3	4	4	3	5	4	5	4	4	53	2	95	US
P09533	5	1	5	2	2	2	5	5	5	2	56	2	73	US
P09534	5	2	4	4	4	4	4	4	3	2	51	2	83	US
P09535	5	5	4	3	5	4	3	3	3	5	40	2	91	US
P09536	4	4	2	3	2	2	5	5	3	2	33	2	75	US
P09537	5	1	3	5	4	4	4	5	5	5	27	2	90	US
P09538	5	2	4	3	5	3	5	5	2	2	28	2	95	US
P09539	4	5	4	1	4	3	4	5	3	2	26	2	81	US
P09540	2	4	5	3	4	5	3	3	5	2	45	2	98	US
P09541	5	4	5	1	3	4	5	5	2	4	56	2	81	US
P09542	5	1	2	3	2	4	4	3	4	1	46	2	95	US
P09543	3	5	4	2	1	2	5	2	4	1	32	2	85	US
P09544	4	4	5	5	3	3	4	4	4	3	39	2	86	US
P09545	3	4	4	2	1	5	5	4	2	1	44	2	87	US
P09546	4	3	5	1	3	4	4	3	4	2	56	2	83	US
P09547	4	4	5	2	1	4	5	5	4	2	47	2	99	US
P09548	4	4	5	1	2	4	5	5	5	1	30	2	68	US
P09549	4	1	2	5	2	4	4	2	2	1	43	2	82	US
P09550	5	1	2	2	5	4	4	5	1	3	26	2	56	US
P09551	5	5	5	2	5	2	5	5	5	4	26	2	95	US
P09552	4	3	5	3	1	2	3	5	1	1	39	2	78	US
P09553	5	5	5	4	2	3	5	5	4	3	28	2	63	US
P09554	5	2	4	4	3	5	5	0	2	4	49	2	91	US
P09555	4	5	5	3	2	4	5	4	5	2	35	2	79	US
P09556	4	1	5	3	1	1	3	1	4	2	18	2	69	US
P09557	5	1	1	1	3	4	2	5	5	4	25	2	82	US
P09558	2	3	4	2	1	4	4	5	4	1	29	2	98	US
P09559	4	2	5	2	4	4	4	5	1	5	46	2	90	US
P09560	4	2	2	5	4	5	5	3	4	3	35	2	68	US
P09561	2	2	4	3	1	2	5	2	3	1	29	2	67	US
P09562	4	1	4	1	2	4	4	5	4	2	19	2	53	US
P09563	5	2	5	2	4	5	3	4	5	4	19	2	82	US
P09564	5	3	5	3	5	5	5	5	4	5	42	2	90	US
P09565	5	4	2	4	2	5	2	3	4	4	31	2	87	US
P09566	4	4	5	2	3	5	5	3	4	3	46	2	95	US
P09567	3	4	5	1	4	3	5	4	2	3	28	2	91	US
P09568	5	2	2	5	5	5	5	5	5	5	28	2	57	US
P09569	4	4	4	5	5	5	5	4	4	2	28	2	68	US
P09570	4	1	2	4	1	2	4	4	3	2	24	2	66	US
P09571	4	5	5	2	5	5	5	5	4	4	31	2	83	US
P09572	5	1	3	4	5	4	4	4	4	1	30	2	98	US
P09573	4	2	1	5	1	4	5	4	4	1	38	2	91	US
P09574	4	2	5	4	1	4	3	4	2	5	48	2	84	US
P09575	5	1	4	4	2	4	1	3	2	2	30	2	78	US
P09576	4	3	3	5	5	4	0	5	2	4	33	2	95	US
P09577	3	2	3	2	1	3	5	4	4	1	37	2	77	US
P09578	4	5	5	2	4	4	5	3	5	3	34	2	92	US
P09579	3	3	4	1	1	3	4	4	5	3	58	2	89	US
P09580	4	5	5	2	2	4	4	5	5	4	30	2	94	US
P09581	4	1	5	2	4	4	5	3	1	2	27	2	97	US
P09582	5	1	2	3	4	5	5	5	4	1	18	2	84	US
P09583	5	1	1	1	1	3	2	2	3	2	21	2	82	US
P09584	5	1	4	4	5	3	5	4	5	4	36	2	57	US
P09585	5	1	5	1	2	5	2	4	4	4	22	2	99	US
P09586	5	2	5	4	2	5	4	3	4	2	39	2	74	US
P09587	5	4	4	2	2	4	4	5	4	5	35	2	94	US
P09588	5	4	4	3	3	3	4	4	4	2	26	2	66	US
P09589	4	2	2	2	3	4	3	3	4	2	18	2	91	US
P09590	5	5	5	2	4	3	5	5	5	4	32	2	64	US
P09591	5	1	4	2	4	5	2	5	4	4	32	2	77	US
P09592	5	4	5	1	2	5	4	3	4	1	35	2	92	US
P09593	4	1	2	4	5	4	4	5	2	2	45	2	91	US
P09594	5	4	3	4	5	5	4	5	4	4	50	2	96	US
P09595	5	3	4	2	1	3	4	1	1	1	32	2	76	US
P09596	4	2	4	2	3	4	5	2	2	1	38	2	84	US
P09597	5	4	4	4	5	4	5	5	4	3	42	2	90	US
P09598	5	4	4	4	5	5	4	5	5	5	28	2	78	US
P09599	4	5	4	2	4	5	5	4	5	2	44	2	81	US
P09600	5	5	5	5	5	3	5	5	5	2	50	2	87	US
P09601	5	3	4	5	4	4	4	5	4	3	23	2	93	US
P09602	2	3	5	1	2	5	5	5	4	2	32	2	57	US
P09603	3	1	4	2	2	4	3	3	4	1	26	2	87	US
P09604	5	2	5	5	3	4	4	5	1	4	28	2	98	US
P09605	5	1	4	5	4	4	4	4	4	3	31	2	99	US
P09606	5	5	5	3	5	5	4	5	4	5	22	2	67	US
P09607	4	3	5	1	2	4	3	2	3	2	41	2	99	US
P09608	4	5	5	4	5	4	4	5	4	3	20	2	87	US
P09609	5	2	5	3	4	3	4	5	4	5	30	2	94	US
P09610	5	4	5	1	2	1	4	4	4	2	47	2	57	US
P09611	4	1	3	3	4	4	2	4	4	4	41	2	96	US
P09612	5	1	5	5	5	4	4	5	4	4	25	2	92	US
P09613	5	1	4	2	4	4	4	4	5	3	42	2	73	US
P09614	2	2	4	3	2	2	4	4	4	1	34	2	93	US
P09615	4	2	2	4	1	1	2	1	1	1	18	2	72	US
P09616	5	4	5	4	4	5	5	5	2	5	30	2	78	US
P09617	5	4	4	4	1	2	4	5	5	1	48	2	86	US
P09618	5	2	5	4	5	5	2	5	5	5	36	2	73	US
P09619	3	4	4	2	2	3	5	4	4	2	43	2	97	US
P09620	5	4	5	2	5	5	4	4	4	4	45	2	79	US
P09621	4	4	4	4	3	4	5	4	4	2	55	2	68	US
P09622	2	3	5	4	3	5	5	5	4	4	46	2	80	US
P09623	5	2	4	2	5	5	4	5	3	3	49	2	75	US
P09624	5	1	4	3	1	3	0	5	2	2	43	2	86	US
P09625	5	1	2	2	4	4	1	4	1	4	20	2	91	US
P09626	5	3	4	2	4	4	5	5	4	5	41	2	97	US
P09627	4	1	5	3	2	2	4	3	2	1	53	2	85	US
P09628	5	5	5	2	4	5	5	5	4	2	18	2	89	US
P09629	5	4	5	4	4	4	5	5	5	3	50	2	86	US
P09630	4	4	4	1	3	0	4	4	2	2	24	2	92	US
P09631	2	2	1	2	2	2	1	2	1	1	21	2	80	US
P09632	4	1	3	3	3	4	4	3	1	1	31	2	87	US
P09633	5	2	5	2	1	4	4	5	2	1	37	2	91	US
P09634	5	3	5	4	4	0	4	2	5	3	48	2	98	US
P09635	3	1	3	2	1	3	4	2	4	1	50	2	91	US
P09636	5	3	4	1	5	4	5	5	5	3	33	2	96	US
P09637	4	4	5	4	4	5	5	4	2	2	21	2	75	US
P09638	5	2	2	2	4	3	3	5	4	2	55	2	97	US
P09639	5	3	5	0	5	4	5	4	5	1	39	2	54	US
P09640	5	4	5	3	4	3	4	5	4	3	25	2	79	US
P09641	2	1	5	2	2	4	5	3	3	4	67	2	86	US
P09642	5	4	5	2	5	5	3	5	4	4	35	2	81	US
P09643	2	2	4	2	2	5	2	4	4	1	31	2	90	US
P09644	4	1	1	2	3	5	4	5	4	3	39	2	90	US
P09645	4	5	5	3	3	4	4	4	4	2	38	2	81	US
P09646	5	4	5	3	4	5	4	5	4	2	19	2	90	US
P09647	5	1	2	2	4	4	2	4	2	1	27	2	79	US
P09648	5	2	5	0	4	2	3	3	3	2	46	2	70	US
P09649	5	5	5	1	4	5	5	5	5	3	23	2	67	US
P09650	4	3	4	3	5	5	5	5	4	4	36	2	70	US
P09651	5	4	5	5	5	5	5	5	4	5	18	2	86	US
P09652	5	4	5	2	3	4	5	5	4	5	32	2	95	US
P09653	4	5	5	1	4	3	4	5	5	4	40	2	85	US
P09654	3	4	4	4	2	3	5	4	5	2	32	2	97	US
P09655	3	2	4	4	2	5	4	4	5	2	38	2	83	US
P09656	5	4	5	2	4	5	5	5	5	3	20	2	77	US
P09657	5	4	5	0	4	5	4	0	3	4	46	2	71	US
P09658	5	3	5	4	3	4	5	5	2	2	40	2	89	US
P09659	4	4	5	2	4	5	4	2	5	3	40	2	75	US
P09660	5	5	5	4	2	5	5	5	4	1	44	2	90	US
P09661	5	5	4	2	2	3	4	5	2	2	30	2	96	US
P09662	3	2	2	4	3	4	4	2	4	1	32	2	71	US
P09663	4	5	3	2	5	5	5	5	5	5	50	2	87	US
P09664	3	2	4	2	1	4	2	2	1	2	35	2	90	US
P09665	4	2	4	1	2	4	4	1	4	1	42	2	96	US
P09666	5	5	5	2	3	4	5	5	5	5	42	2	91	US
P09667	5	1	4	3	3	4	4	5	4	4	27	2	90	US
P09668	4	4	4	1	2	3	5	4	4	1	52	2	98	US
P09669	5	4	5	1	3	4	4	5	1	1	41	2	56	US
P09670	5	3	5	3	4	5	5	5	4	2	51	2	94	US
P09671	5	4	4	4	5	5	0	5	4	2	40	2	62	US
P09672	4	2	5	5	5	5	4	4	3	3	31	2	93	US
P09673	4	1	4	3	2	3	4	3	2	4	35	2	86	US
P09674	4	1	3	3	2	5	4	2	1	2	44	2	69	US
P09675	4	5	4	4	2	4	5	4	4	1	26	2	71	US
P09676	4	1	4	2	4	5	4	5	5	1	27	2	91	US
P09677	5	1	4	2	4	4	4	5	3	4	57	2	83	US
P09678	3	1	2	2	3	5	4	4	1	2	19	2	79	US
P09679	5	2	5	5	4	4	4	4	5	2	28	2	87	US
P09680	5	1	2	1	3	4	4	4	4	2	42	2	85	US
P09681	5	4	5	2	2	3	5	5	5	4	18	2	79	US
P09682	5	3	4	4	4	4	4	5	4	3	21	2	100	US
P09683	4	2	5	2	2	5	4	2	3	1	38	2	86	US
P09684	4	5	5	1	4	5	5	5	5	1	44	2	67	US
P09685	4	2	5	3	2	4	3	5	2	5	51	2	90	US
P09686	5	4	3	5	5	5	5	5	3	3	22	2	97	US
P09687	5	5	5	3	5	5	5	5	5	5	39	2	70	US
P09688	4	3	5	2	4	5	4	5	4	4	32	2	94	US
P09689	5	4	5	2	5	4	4	5	3	4	32	2	92	US
P09690	5	2	5	2	5	5	4	5	5	5	37	2	92	US
P09691	4	4	4	5	5	4	4	5	5	5	53	2	78	US
P09692	5	2	4	3	2	5	4	5	3	2	23	2	94	US
P09693	5	2	5	2	2	4	3	3	4	2	53	2	92	US
P09694	5	1	4	5	4	4	5	5	5	4	40	2	96	US
P09695	5	2	2	5	2	4	3	4	4	2	47	2	99	US
P09696	4	2	5	1	2	4	4	4	4	2	44	2	92	US
P09697	2	1	1	1	2	5	2	3	3	1	48	2	95	US
P09698	4	4	5	5	3	4	5	4	5	2	45	2	90	US
P09699	4	2	5	3	3	4	5	4	5	2	45	2	92	US
P09700	3	1	3	4	5	2	3	5	1	2	44	2	84	US
P09701	4	1	5	2	3	1	4	5	3	2	21	2	97	US
P09702	5	5	5	3	4	5	5	5	5	5	50	2	65	US
P09703	5	0	5	2	4	5	5	5	4	3	30	2	92	US
P09704	5	3	5	1	3	4	5	5	4	2	36	2	76	US
P09705	5	5	4	5	0	5	5	4	5	2	18	2	84	US
P09706	5	5	5	3	5	5	5	5	5	5	27	2	89	US
P09707	5	0	5	2	5	4	5	5	5	4	32	2	66	US
P09708	5	1	4	1	2	4	4	4	1	2	29	2	98	US
P09709	5	2	5	2	0	4	4	4	4	5	51	2	87	US
P09710	4	1	2	2	1	2	4	2	2	2	53	2	81	US
P09711	5	5	4	4	5	5	5	5	5	3	31	2	85	US
P09712	4	4	5	3	2	4	4	5	5	1	33	2	68	US
P09713	5	4	5	3	5	5	5	5	4	5	27	2	90	US
P09714	0	4	5	3	5	4	5	5	4	5	47	2	80	US
P09715	5	5	5	3	5	5	5	5	4	5	36	2	72	US
P09716	5	5	5	5	4	5	5	5	5	4	29	2	89	US
P09717	5	1	2	3	0	4	2	0	3	2	27	2	96	US
P09718	5	1	4	5	4	5	2	5	3	1	23	2	77	US
P09719	2	2	4	1	1	3	4	4	4	3	33	2	89	US
P09720	5	5	5	4	5	5	5	5	4	5	53	2	80	US
P09721	5	2	4	1	2	3	4	2	4	3	25	2	66	US
P09722	4	4	5	5	5	5	5	4	4	1	44	2	89	US
P09723	4	3	5	2	3	4	3	4	4	2	38	2	91	US
P09724	5	2	5	2	4	4	5	3	4	5	30	2	75	US
P09725	4	5	5	3	5	4	4	5	5	2	49	2	93	US
P09726	2	4	5	2	4	2	5	4	4	4	23	2	94	US
P09727	3	2	3	1	2	4	4	2	2	2	19	2	89	US
P09728	5	5	5	2	2	2	4	2	2	1	33	2	93	US
P09729	5	4	5	4	2	4	4	5	4	2	25	2	92	US
P09730	5	4	5	2	5	5	4	0	4	5	18	2	88	US
P09731	5	5	4	5	4	4	5	5	5	4	30	2	85	US
P09732	5	2	3	2	1	2	4	4	3	1	29	2	87	US
P09733	5	3	2	5	2	4	3	2	2	4	62	2	83	US
P09734	5	4	5	2	3	5	5	5	5	4	38	2	78	US
P09735	4	5	5	2	4	2	5	3	4	2	26	2	72	US
P09736	5	4	5	1	2	3	5	3	4	2	62	2	89	US
P09737	3	2	4	3	4	5	3	3	5	4	40	2	94	US
P09738	5	3	5	4	5	4	5	3	5	2	31	2	69	US
P09739	5	3	5	2	5	5	5	5	4	2	30	2	70	US
P09740	5	2	4	4	4	3	3	5	2	2	18	2	78	US
P09741	5	3	4	2	3	4	4	3	5	2	44	2	82	US
P09742	4	4	4	4	5	4	4	5	4	2	21	2	81	US
P09743	5	5	2	4	5	5	4	0	4	0	41	2	52	US
P09744	5	5	5	4	4	4	5	5	5	3	51	2	82	US
P09745	4	4	1	2	5	3	4	4	1	3	55	2	85	US
P09746	5	2	4	2	5	5	5	4	3	4	29	2	84	US
P09747	5	3	5	2	5	5	5	5	5	3	38	2	78	US
P09748	4	2	4	2	2	4	5	2	4	0	31	2	69	US
P09749	3	4	4	2	4	4	3	3	4	1	24	2	94	US
P09750	5	2	2	3	5	5	4	5	4	4	47	2	60	US
P09751	5	1	4	3	4	4	4	5	5	3	34	2	96	US
P09752	4	1	3	3	2	5	3	1	2	1	18	2	93	US
P09753	3	4	4	3	2	2	4	4	4	2	51	2	82	US
P09754	5	5	5	1	4	5	5	5	5	3	33	2	93	US
P09755	3	1	5	2	1	3	4	2	4	2	31	2	89	US
P09756	5	2	3	1	4	5	3	4	3	4	29	2	97	US
P09757	4	2	4	1	2	5	4	4	1	1	22	2	77	US
P09758	3	5	5	2	3	3	4	2	4	2	51	2	93	US
P09759	4	4	4	2	2	3	3	4	1	3	21	2	95	US
P09760	5	4	3	3	4	3	4	4	4	2	23	2	86	US
P09761	5	1	5	2	5	5	4	5	5	4	32	2	62	US
P09762	5	1	1	4	4	2	1	5	2	5	31	2	84	US
P09763	3	2	2	4	4	5	4	2	2	2	39	2	62	US
P09764	5	4	5	5	5	4	3	5	3	5	27	2	80	US
P09765	5	2	5	4	1	2	4	3	2	1	30	2	95	US
P09766	4	4	4	1	2	4	5	2	4	2	51	2	98	US
P09767	5	1	3	3	1	4	3	5	4	2	25	2	91	US
P09768	5	5	5	2	4	4	5	5	5	0	26	2	87	US
P09769	5	4	4	4	5	5	5	5	5	2	39	2	97	US
P09770	5	1	2	4	2	4	4	3	2	2	30	2	77	US
P09771	4	4	4	2	4	5	4	4	4	2	36	2	97	US
P09772	4	3	4	2	2	4	5	2	5	2	38	2	91	US
P09773	5	4	5	5	4	5	5	4	5	2	28	2	52	US
P09774	5	4	5	5	4	5	1	5	5	1	24	2	89	US
P09775	5	1	4	2	4	4	4	4	4	2	18	2	97	US
P09776	4	3	5	3	4	4	4	5	4	1	33	2	64	US
P09777	4	3	5	5	2	3	5	5	4	2	31	2	77	US
P09778	5	4	5	3	4	4	4	4	4	3	41	2	98	US
P09779	5	1	5	4	4	4	4	2	3	3	31	2	85	US
P09780	5	5	5	4	4	4	5	4	4	2	41	2	88	US
P09781	5	5	5	4	5	5	4	5	4	4	63	2	91	US
P09782	4	1	4	2	3	4	3	4	2	2	33	2	98	US
P09783	4	3	5	2	3	4	5	4	3	1	30	2	88	US
P09784	5	2	4	2	4	5	3	5	4	1	21	2	87	US
P09785	5	5	5	1	4	3	5	4	4	3	43	2	89	US
P09786	3	1	2	2	4	4	3	5	3	1	37	2	84	US
P09787	5	3	5	2	4	5	5	5	2	5	44	2	91	US
P09788	3	5	5	3	2	4	5	2	4	3	34	2	70	US
P09789	5	4	5	4	2	5	5	5	3	5	47	2	77	US
P09790	4	4	4	2	2	4	5	2	1	2	48	2	96	US
P09791	2	4	5	3	1	4	5	1	5	1	43	2	88	US
P09792	4	5	5	2	2	4	5	4	4	2	36	2	72	US
P09793	5	2	4	4	3	4	4	5	4	1	33	2	65	US
P09794	5	5	5	4	4	5	5	4	5	2	48	2	98	US
P09795	5	2	5	2	5	5	5	4	5	4	39	2	90	US
P09796	5	5	4	3	4	3	5	4	5	2	27	2	98	US
P09797	5	2	4	4	4	5	5	4	0	2	37	2	82	US
P09798	4	1	3	4	4	5	0	4	2	3	49	2	74	US
P09799	5	1	3	5	4	2	3	5	2	5	26	2	86	US
P09800	5	4	1	4	4	5	4	5	4	5	35	2	92	US
P09801	5	4	5	4	5	5	4	5	4	4	42	2	70	US
P09802	5	5	5	2	2	4	5	4	0	3	34	2	76	US
P09803	5	2	4	5	5	4	2	5	2	5	31	2	87	US
P09804	3	2	4	3	5	4	4	5	3	4	18	2	87	US
P09805	5	2	4	2	3	5	5	4	1	2	28	2	80	US
P09806	5	5	5	2	4	5	5	5	5	5	26	2	78	US
P09807	4	2	5	2	3	5	4	4	4	1	43	2	68	US
P09808	5	4	0	1	3	5	5	4	0	2	29	2	95	US
P09809	5	4	4	2	3	4	5	1	3	3	22	2	70	US
P09810	4	1	4	2	2	4	4	2	2	1	40	2	93	US
P09811	4	1	4	5	3	0	2	4	4	5	32	2	94	US
P09812	4	1	2	1	1	3	1	1	4	1	33	2	79	US
P09813	4	2	2	4	2	2	5	1	4	1	30	2	86	US
P09814	5	2	2	2	2	5	4	5	4	3	41	2	90	US
P09815	5	4	5	2	2	3	4	2	4	2	32	2	88	US
P09816	4	4	5	3	3	5	5	2	4	1	40	2	58	US
P09817	4	2	4	1	2	5	4	4	4	2	58	2	87	US
P09818	5	2	2	2	2	4	4	5	3	4	50	2	99	US
P09819	2	2	2	3	2	4	2	3	3	2	44	2	72	US
P09820	3	4	5	3	1	4	4	2	5	1	41	2	69	US
P09821	5	2	5	1	5	5	4	5	3	5	18	2	95	US
P09822	2	2	5	2	1	5	4	3	3	1	47	2	83	US
P09823	5	1	1	3	5	5	5	5	4	5	33	2	88	US
P09824	3	1	4	1	3	5	2	5	2	1	22	2	87	US
P09825	4	2	5	1	2	3	4	3	4	2	37	2	96	US
P09826	2	1	2	3	4	5	2	4	2	5	38	2	95	US
P09827	5	2	4	2	4	4	4	4	5	1	18	2	73	US
P09828	5	4	3	1	2	5	5	3	4	2	53	2	74	US
P09829	5	4	4	5	4	3	5	4	3	1	28	2	86	US
P09830	3	2	5	4	2	4	3	1	4	1	44	2	84	US
P09831	4	4	5	0	3	4	2	2	3	2	21	2	80	US
P09832	5	5	4	4	0	5	5	2	4	4	44	2	88	US
P09833	5	1	5	2	2	4	5	3	2	4	36	2	84	US
P09834	4	2	2	2	2	2	4	4	4	1	24	2	94	US
P09835	4	5	4	1	2	5	4	5	3	4	34	2	81	US
P09836	5	5	5	3	5	4	5	5	5	4	40	2	94	US
P09837	5	3	4	2	4	4	2	4	3	1	29	2	92	US
P09838	5	2	4	3	4	5	5	5	4	2	19	2	86	US
P09839	5	2	3	2	1	4	3	3	1	1	28	2	72	US
P09840	5	2	4	3	4	4	5	5	4	4	30	2	89	US
P09841	5	4	5	2	2	4	5	4	2	4	42	2	94	US
P09842	4	1	5	1	2	4	4	2	4	1	51	2	85	US
P09843	0	2	3	1	3	5	2	3	1	3	22	2	56	US
P09844	5	5	5	2	5	4	4	4	5	5	48	2	85	US
P09845	5	2	2	2	1	5	4	2	4	1	37	2	78	US
P09846	5	4	3	4	4	5	5	4	0	4	29	2	79	US
P09847	5	4	4	4	4	5	5	4	4	3	41	2	97	US
P09848	5	4	5	2	4	4	5	5	4	4	25	2	80	US
P09849	5	3	3	2	2	4	5	3	5	1	32	2	80	US
P09850	5	5	5	3	3	5	4	4	4	4	18	2	83	US
P09851	4	2	2	4	4	5	4	4	4	5	24	2	93	US
P09852	5	2	5	2	2	4	4	4	2	3	39	2	89	US
P09853	5	3	4	5	5	5	5	5	5	5	60	2	93	US
P09854	4	1	4	2	4	5	4	5	4	3	34	2	95	US
P09855	4	2	4	3	4	2	4	4	5	1	35	2	98	US
P09856	4	4	5	3	1	5	3	2	5	1	25	2	79	US
P09857	4	2	5	2	4	5	4	4	4	3	28	2	98	US
P09858	5	3	4	3	4	2	5	5	4	4	33	2	92	US
P09859	5	4	5	2	5	4	5	4	4	3	18	2	98	US
P09860	5	2	4	2	3	0	5	5	3	1	29	2	70	US
P09861	5	4	5	5	5	4	4	5	5	5	22	2	94	US
P09862	2	1	2	3	1	3	2	2	2	2	32	2	89	US
P09863	5	1	5	1	4	5	3	4	1	1	37	2	81	US
P09864	5	2	4	2	2	5	4	4	4	1	37	2	85	US
P09865	5	2	4	3	5	5	4	4	4	4	24	2	79	US
P09866	5	5	5	2	3	4	5	2	5	2	26	2	96	US
P09867	5	5	4	2	3	4	5	1	4	3	34	2	97	US
P09868	5	1	5	4	2	4	5	5	2	2	24	2	98	US
P09869	1	2	4	4	4	4	5	5	3	2	37	2	91	US
P09870	3	1	2	1	1	5	2	1	2	2	47	2	84	US
P09871	4	4	0	2	4	3	5	3	4	1	38	2	78	US
P09872	5	1	1	4	2	5	2	5	1	2	31	2	77	US
P09873	5	3	5	4	5	5	5	5	5	4	20	2	91	US
P09874	4	4	4	4	2	5	4	4	5	1	31	2	55	US
P09875	5	4	5	3	3	5	5	4	2	3	29	2	98	US
P09876	2	5	5	5	4	3	5	3	5	1	50	2	79	US
P09877	2	2	5	1	0	3	5	2	2	1	38	2	91	US
P09878	4	1	2	2	2	1	4	2	2	1	46	2	92	US
P09879	4	2	4	4	3	5	4	5	4	1	41	2	71	US
P09880	3	5	4	2	4	5	4	5	5	3	39	2	97	US
P09881	4	4	5	3	5	4	5	5	2	5	18	2	84	US
P09882	5	2	4	3	2	2	5	4	4	2	48	2	72	US
P09883	4	4	4	2	2	5	5	2	4	1	32	2	75	US
P09884	5	3	5	2	1	4	4	3	3	1	41	2	93	US
P09885	5	4	4	2	4	4	4	5	5	3	19	2	77	US
P09886	5	2	4	2	5	4	3	4	4	5	18	2	78	US
P09887	5	4	3	3	4	4	3	5	4	4	18	2	94	US
P09888	5	5	5	5	5	5	4	4	4	3	51	2	91	US
P09889	5	5	5	4	4	4	4	5	4	3	22	2	68	US
P09890	5	5	5	2	4	5	5	5	3	4	41	2	96	US
