session_id	device_family	completion_band	response_quality_band
S005593	device_1803	ordinary	typical
S006597	device_2388	ordinary	typical
S002655	device_3103	repeatable	high
S002981	device_2946	ordinary	low
S001391	device_2937	repeatable	high
S003790	device_1620	ordinary	typical
S007282	device_2334	ordinary	typical
S004373	device_0399	ordinary	typical
S011186	device_2183	ordinary	typical
S002631	device_1469	ordinary	typical
S011994	device_0352	ordinary	low
S008875	device_2600	ordinary	typical
S012560	device_2842	ordinary	typical
S001581	device_0855	repeatable	typical
S001815	device_2467	repeatable	high
S008879	device_0985	ordinary	low
S003480	device_0127	ordinary	typical
S006673	device_2015	ordinary	typical
S010898	device_2677	repeatable	high
S008650	device_1234	ordinary	high
S001946	device_0048	repeatable	high
S005864	device_0976	ordinary	typical
S012823	device_1401	ordinary	low
S009777	device_1035	ordinary	high
S007234	device_1973	repeatable	high
S003933	device_0974	repeatable	high
S004926	device_2313	ordinary	high
S003031	device_3473	ordinary	typical
S005972	device_0800	repeatable	high
S009765	device_2800	repeatable	high
S005854	device_1514	repeatable	typical
S005673	device_1673	repeatable	high
S008060	device_2276	repeatable	high
S010563	device_0715	repeatable	typical
S005332	device_0390	ordinary	typical
S009344	device_2682	repeatable	typical
S004231	device_1865	ordinary	typical
S009217	device_0652	ordinary	low
S001384	device_1111	ordinary	high
S008973	device_1485	ordinary	typical
S004973	device_0812	repeatable	typical
S010159	device_2489	ordinary	typical
S002000	device_0527	repeatable	typical
S012478	device_0903	repeatable	typical
S005896	device_3320	repeatable	high
S000381	device_1572	repeatable	typical
S001049	device_0075	ordinary	high
S011648	device_0090	ordinary	typical
S007095	device_0614	ordinary	typical
S004310	device_1774	ordinary	typical
S012012	device_1447	ordinary	low
S005937	device_2316	ordinary	typical
S001543	device_1858	repeatable	high
S009664	device_2560	repeatable	high
S012060	device_2001	repeatable	high
S012952	device_2576	ordinary	high
S002951	device_1417	ordinary	typical
S012449	device_1956	repeatable	typical
S003541	device_0993	ordinary	typical
S003542	device_1451	ordinary	high
S001344	device_1348	ordinary	typical
S008034	device_2755	repeatable	typical
S008873	device_3463	ordinary	typical
S009356	device_1399	repeatable	high
S009551	device_0612	ordinary	typical
S010772	device_3328	ordinary	typical
S012174	device_3290	ordinary	low
S003975	device_1992	ordinary	typical
S005999	device_0807	ordinary	typical
S006549	device_1370	ordinary	typical
S003531	device_1904	ordinary	typical
S012654	device_2406	repeatable	high
S002277	device_1232	ordinary	typical
S001659	device_2010	ordinary	typical
S002783	device_3466	ordinary	low
S011027	device_2420	ordinary	typical
S001036	device_0409	repeatable	high
S011303	device_1477	repeatable	high
S003714	device_0055	ordinary	typical
S012083	device_0196	ordinary	typical
S010036	device_3544	ordinary	high
S007161	device_0028	ordinary	high
S001948	device_0536	repeatable	high
S012518	device_2334	repeatable	high
S007979	device_2961	ordinary	typical
S001151	device_2553	ordinary	typical
S002387	device_3097	ordinary	typical
S000152	device_0180	ordinary	high
S002946	device_3266	ordinary	typical
S003260	device_1693	ordinary	typical
S011506	device_0534	repeatable	high
S001710	device_0196	ordinary	typical
S012797	device_3025	repeatable	high
S002043	device_0853	repeatable	typical
S008493	device_1215	ordinary	typical
S004616	device_1515	repeatable	typical
S007320	device_0921	repeatable	high
S008440	device_3037	repeatable	low
S004641	device_2560	ordinary	typical
S004922	device_2692	ordinary	typical
S011283	device_1926	repeatable	typical
S002018	device_1267	ordinary	typical
S004556	device_2183	ordinary	typical
S010966	device_1213	ordinary	typical
S011875	device_0233	ordinary	low
S006699	device_2935	ordinary	typical
S009016	device_2265	repeatable	typical
S003444	device_1346	repeatable	high
S002048	device_3342	ordinary	typical
S004424	device_1209	ordinary	high
S006110	device_2533	ordinary	typical
S005380	device_2606	ordinary	typical
S008883	device_2069	ordinary	typical
S012938	device_2069	ordinary	typical
S009112	device_2126	ordinary	typical
S007053	device_2706	ordinary	high
S001325	device_2217	ordinary	typical
S011197	device_3004	ordinary	typical
S010705	device_0970	repeatable	high
S002323	device_2141	ordinary	typical
S001537	device_2204	ordinary	typical
S011339	device_0020	ordinary	low
S011905	device_0548	repeatable	typical
S004137	device_0145	repeatable	high
S010473	device_1770	repeatable	high
S005853	device_0103	ordinary	low
S003466	device_1832	ordinary	typical
S006227	device_1222	ordinary	typical
S006095	device_0683	ordinary	high
S008618	device_1918	repeatable	high
S010687	device_0957	ordinary	typical
S009599	device_1371	ordinary	typical
S005310	device_2811	ordinary	typical
S010780	device_1466	repeatable	typical
S000416	device_1961	repeatable	high
S000708	device_2582	ordinary	typical
S006939	device_3360	repeatable	typical
S001765	device_2127	ordinary	typical
S001554	device_0613	ordinary	typical
S009276	device_0388	ordinary	high
S008295	device_2521	ordinary	typical
S010197	device_3488	ordinary	typical
S012004	device_1346	ordinary	high
S006536	device_3559	ordinary	high
S003306	device_0163	ordinary	typical
S010657	device_2292	repeatable	high
S001430	device_1124	repeatable	high
S003702	device_0057	ordinary	typical
S003913	device_0420	repeatable	high
S007506	device_2968	ordinary	high
S001492	device_2345	ordinary	typical
S010565	device_3572	repeatable	typical
S004649	device_1375	ordinary	typical
S006203	device_0657	ordinary	high
S010436	device_1090	repeatable	low
S010786	device_0155	ordinary	low
S001220	device_2266	repeatable	high
S003929	device_2272	ordinary	high
S007473	device_0352	ordinary	typical
S006485	device_1534	repeatable	typical
S003684	device_1546	ordinary	low
S010354	device_2105	ordinary	typical
S011979	device_0121	repeatable	high
S000248	device_2050	ordinary	typical
S011230	device_2796	repeatable	high
S002815	device_1230	ordinary	low
S010419	device_2853	ordinary	typical
S007351	device_2311	ordinary	typical
S004568	device_1845	repeatable	low
S000240	device_0882	ordinary	typical
S005566	device_0339	ordinary	typical
S001261	device_0496	ordinary	typical
S011660	device_1577	ordinary	typical
S011300	device_0279	repeatable	low
S010155	device_2467	ordinary	typical
S002552	device_2385	ordinary	high
S002659	device_0911	ordinary	typical
S004691	device_0237	ordinary	high
S003993	device_3440	repeatable	typical
S006943	device_1648	ordinary	typical
S000694	device_2723	ordinary	typical
S002056	device_1164	ordinary	typical
S007637	device_2611	ordinary	typical
S005848	device_0908	ordinary	typical
S008067	device_3588	ordinary	typical
S007280	device_1300	ordinary	typical
S009922	device_2041	ordinary	typical
S009362	device_0536	ordinary	typical
S010316	device_3332	repeatable	high
S012832	device_2600	repeatable	high
S012566	device_0169	ordinary	typical
S001267	device_3575	ordinary	typical
S000135	device_2252	repeatable	high
S000722	device_1885	ordinary	typical
S004958	device_1667	ordinary	typical
S008950	device_2140	ordinary	high
S012935	device_2017	ordinary	typical
S006463	device_2826	ordinary	high
S004076	device_0935	ordinary	typical
S000612	device_0894	repeatable	high
S002574	device_1883	ordinary	typical
S001180	device_1065	ordinary	low
S005635	device_1355	repeatable	high
S006250	device_0046	repeatable	high
S009166	device_2795	ordinary	high
S008196	device_1247	ordinary	high
S005680	device_1702	ordinary	high
S001021	device_1267	ordinary	typical
S001970	device_2355	repeatable	high
S000317	device_2297	repeatable	typical
S002228	device_3562	ordinary	typical
S001419	device_0026	ordinary	typical
S006269	device_1378	ordinary	high
S007457	device_2453	ordinary	typical
S000138	device_2497	repeatable	typical
S010977	device_2220	ordinary	typical
S011060	device_3225	ordinary	typical
S009822	device_2148	ordinary	typical
S000799	device_2744	ordinary	typical
S002266	device_1066	repeatable	typical
S011950	device_2151	repeatable	high
S000525	device_1956	ordinary	typical
S012310	device_2500	ordinary	high
S011644	device_2473	ordinary	typical
S006013	device_1868	ordinary	high
S012595	device_3144	ordinary	typical
S004114	device_3117	ordinary	typical
S004679	device_0967	ordinary	typical
S001634	device_3416	ordinary	typical
S011937	device_1594	ordinary	typical
S004145	device_1293	ordinary	high
S010223	device_3357	ordinary	typical
S001718	device_1124	ordinary	typical
S010828	device_1365	ordinary	typical
S007444	device_1005	repeatable	high
S007823	device_0044	ordinary	typical
S010075	device_1697	repeatable	typical
S009530	device_1069	ordinary	typical
S007922	device_2228	ordinary	typical
S010906	device_1668	ordinary	typical
S004080	device_0826	ordinary	high
S007126	device_0340	repeatable	typical
S002108	device_1029	ordinary	typical
S008077	device_2100	repeatable	high
S003894	device_0280	repeatable	high
S008835	device_1255	ordinary	typical
S011213	device_1347	ordinary	typical
S008156	device_0709	ordinary	typical
S009264	device_2256	ordinary	typical
S012198	device_0443	ordinary	typical
S010243	device_3291	ordinary	typical
S010055	device_3196	repeatable	high
S008792	device_1556	ordinary	typical
S001190	device_0518	ordinary	typical
S011830	device_2895	ordinary	low
S010941	device_3427	ordinary	typical
S012642	device_0703	ordinary	typical
S000985	device_1596	ordinary	low
S012822	device_2801	ordinary	typical
S010092	device_0357	repeatable	high
S006384	device_1402	repeatable	high
S001703	device_0168	repeatable	high
S008772	device_2416	ordinary	typical
S002225	device_0413	ordinary	typical
S002976	device_1339	repeatable	typical
S012374	device_2265	ordinary	high
S002731	device_2327	ordinary	typical
S005378	device_3236	ordinary	low
S001834	device_0925	ordinary	typical
S004849	device_0134	repeatable	typical
S004112	device_1997	ordinary	typical
S005835	device_1992	ordinary	low
S002131	device_0479	ordinary	typical
S006409	device_0170	ordinary	high
S012429	device_2289	repeatable	high
S009133	device_1250	ordinary	high
S003518	device_0571	ordinary	high
S005396	device_2298	ordinary	typical
S009487	device_1588	ordinary	typical
S011074	device_2945	ordinary	typical
S004272	device_2141	ordinary	typical
S011810	device_1368	ordinary	typical
S009775	device_0244	ordinary	typical
S003631	device_0756	repeatable	typical
S008855	device_0893	ordinary	typical
S007991	device_3589	ordinary	low
S002352	device_1368	ordinary	typical
S001403	device_2626	ordinary	typical
S011015	device_1078	ordinary	typical
S003485	device_3250	ordinary	typical
S005812	device_0584	ordinary	typical
S010248	device_3383	ordinary	typical
S012314	device_2443	ordinary	typical
S009106	device_1787	ordinary	typical
S010441	device_3532	ordinary	typical
S012898	device_0480	repeatable	high
S007276	device_2868	ordinary	typical
S008148	device_2349	ordinary	high
S009743	device_3376	ordinary	high
S007977	device_0622	ordinary	typical
S004803	device_1013	repeatable	high
S012562	device_1432	ordinary	high
S008028	device_3454	ordinary	typical
S002359	device_1492	repeatable	typical
S004008	device_3253	repeatable	high
S001117	device_0047	ordinary	high
S002262	device_2959	ordinary	typical
S007454	device_1824	repeatable	typical
S001016	device_1672	ordinary	low
S002429	device_1469	ordinary	high
S003942	device_2225	ordinary	typical
S009940	device_0355	ordinary	typical
S003784	device_0435	ordinary	typical
S008186	device_2079	ordinary	high
S007436	device_2994	ordinary	typical
S000862	device_0353	ordinary	typical
S008538	device_0016	repeatable	high
S006185	device_0317	ordinary	high
S008385	device_0168	repeatable	typical
S012764	device_0666	ordinary	typical
S002143	device_2015	repeatable	high
S002303	device_3376	ordinary	low
S008175	device_2443	repeatable	high
S010783	device_1823	ordinary	typical
S001885	device_2793	ordinary	typical
S003859	device_1580	repeatable	high
S012786	device_2026	ordinary	high
S012028	device_0171	ordinary	typical
S008141	device_2684	ordinary	typical
S001842	device_2895	repeatable	high
S006077	device_0578	ordinary	typical
S003482	device_2715	ordinary	low
S011262	device_3322	ordinary	low
S008074	device_2723	repeatable	high
S001959	device_3259	ordinary	typical
S009269	device_1237	repeatable	high
S009974	device_2581	ordinary	typical
S003834	device_1490	ordinary	high
S003133	device_0667	repeatable	typical
S005121	device_2757	ordinary	typical
S009090	device_1084	ordinary	high
S012453	device_0204	repeatable	typical
S012498	device_2031	repeatable	high
S010566	device_0292	ordinary	typical
S002757	device_0170	ordinary	high
S007367	device_2530	ordinary	typical
S000045	device_3195	ordinary	low
S011195	device_3443	ordinary	typical
S011455	device_3067	repeatable	high
S010231	device_3298	repeatable	high
S004541	device_0384	ordinary	typical
S007796	device_3398	ordinary	typical
S005791	device_0241	ordinary	typical
S011647	device_3395	ordinary	typical
S011381	device_2052	ordinary	low
S009984	device_2023	ordinary	high
S004538	device_3497	repeatable	high
S006388	device_0970	ordinary	typical
S010095	device_2372	ordinary	typical
S010842	device_2781	ordinary	high
S010981	device_0201	ordinary	typical
S007825	device_3253	repeatable	high
S012146	device_1114	repeatable	high
S012158	device_0552	ordinary	typical
S009452	device_2292	ordinary	typical
S004303	device_2205	ordinary	typical
S010225	device_1156	ordinary	typical
S009611	device_0147	ordinary	typical
S008660	device_2784	ordinary	high
S007002	device_2791	repeatable	typical
S005875	device_1906	ordinary	typical
S003864	device_0043	repeatable	typical
S012154	device_3035	repeatable	typical
S006783	device_1869	ordinary	low
S010349	device_0696	ordinary	typical
S002520	device_1221	repeatable	typical
S010189	device_1082	repeatable	typical
S003494	device_3122	repeatable	typical
S004891	device_1557	repeatable	high
S011150	device_2416	ordinary	typical
S004331	device_1581	ordinary	typical
S011993	device_1187	ordinary	typical
S011698	device_3568	ordinary	typical
S010458	device_0757	ordinary	typical
S006526	device_2659	ordinary	typical
S006171	device_1543	repeatable	high
S003106	device_0559	ordinary	typical
S006454	device_0197	ordinary	typical
S002828	device_0363	ordinary	high
S000725	device_2785	ordinary	high
S012834	device_3364	ordinary	typical
S012470	device_1695	ordinary	low
S001869	device_0314	ordinary	typical
S006166	device_3560	ordinary	low
S007819	device_1788	ordinary	high
S009477	device_3117	ordinary	low
S005873	device_0742	ordinary	typical
